time,open,high,low,close,regime_code,posture_code,confidence,net_score,bounded_net,votes_cast,direction_code,kill_switch,structure_code,atr14,stop_pct,rr,extension_atr,g1_regime,g2_confidence,g3_direction,g4_structure,g5_stop_defined,g6_stop_distance,g7_rr,g8_NOT_REPRESENTABLE,g9_earnings_failopen,g10_extension,g11_NOT_REPRESENTABLE,soft_fail_count,first_rejection,qualified,watchlist,rejected,qualified_marker
1334583000,107.55917534,107.71523134,106.57597336,106.9427233,2,0,0.25,-2,-2,8,-1,0,0,1.1827216774577807,0.011059393673190459,2,1.0233568566464446,0,0,1,0,1,1,1,-1,1,1,-1,0,2,0,0,1,0
1334669400,107.55917534,108.74526027,107.44837003,108.52833157,1,0,0.375,3,3,8,1,0,0,1.2269941983536536,0.011305750126290743,2,0.2780349012635306,0,0,1,0,1,1,1,-1,1,1,-1,0,2,0,0,1,0
1334755800,108.04298094,108.52677094,107.98054761,108.16002099,3,0,0,0,0,8,0,0,4,1.178479181328393,0.010895700375625442,1.999999999999988,0.02095410118410703,0,0,0,1,1,1,0,-1,1,1,-1,1,2,0,0,1,0
1334842200,108.17562737,108.58138547,106.95833749,107.46553705,3,0,0.125,-1,-1,8,-1,0,0,1.210234095519222,0.011261601893415803,1.9999999999999882,0.5402244939610633,0,0,1,0,1,1,0,-1,1,1,-1,1,2,0,0,1,0
1334928600,107.94153166,108.33169118,107.58258491,107.64501043,3,0,0,0,0,8,0,0,0,1.1856569551249925,0.011014509175936335,1.999999999999988,0.36368385535587233,0,0,0,0,1,1,0,-1,1,1,-1,1,2,0,0,1,0
1335187800,106.54475279,106.83347864,106.07656918,106.73983255,3,0,0.125,1,1,8,1,0,0,1.2129986904732069,0.01136406776640773,1.9999999999999882,1.0015615793286823,0,0,1,0,1,1,0,-1,1,1,-1,1,2,0,0,1,0
1335274200,106.83347864,107.41871791,106.74764354,107.14560625,2,0,0.25,-2,-2,8,-1,0,0,1.174847738296549,0.010964964214727648,2,0.626092105988089,0,0,1,0,1,1,1,-1,1,1,-1,0,2,0,0,1,0
1335360600,108.19122595,108.65942517,108.09759547,108.61260603,1,1,0.625,5,5,8,1,0,4,1.1990599655610816,0.01103978635067354,2.000000000000012,0.554553268486532,1,1,1,1,1,1,1,-1,1,1,-1,0,0,1,0,0,1
1335447000,108.37851032,109.49437434,108.3160848,109.36951549,1,1,0.875,7,7,8,1,0,4,1.1975763637352894,0.010949818680003134,1.9999999999999882,1.0793406098193785,1,1,1,1,1,1,1,-1,1,1,-1,0,0,1,0,0,1
1335533400,109.69724948,109.86110868,109.08860064,109.54898887,1,1,0.5,4,4,8,1,0,4,1.1672143406113407,0.010654724910299737,2,1.1465263386050961,1,1,1,1,1,1,1,-1,1,1,-1,0,0,1,0,0,1
1335792600,109.33049954,109.40853925,108.84670954,109.14322297,3,0,0,0,0,8,0,0,1,1.1340046969962445,0.010390060565720557,2,0.7475326455304143,0,0,0,1,1,1,0,-1,1,1,-1,1,2,0,0,1,0
1335879000,109.08078965,110.53999404,108.9559464,109.82210833,3,0,0.125,1,1,8,1,0,1,1.1661506214965125,0.01061854155988696,2,1.1900777442457788,0,0,1,1,1,1,0,-1,1,1,-1,1,2,0,0,1,0
1335965400,109.18223892,109.603619,108.82329997,109.49826813,1,0,0.375,3,3,8,1,0,1,1.154197602818191,0.010540784092108967,2.0000000000000124,0.8380239054729782,0,0,1,1,1,1,1,-1,1,1,-1,0,2,0,0,1,0
1336051800,109.50997292,109.59580801,108.45655003,108.65942517,2,0,0.25,-2,-2,8,-1,0,2,1.1531304869026058,0.01061233744885466,1.9999999999999876,0.10122817389837184,0,0,1,1,1,1,1,-1,1,1,-1,0,2,0,0,1,0
1336138200,108.08589068,108.6993697,106.84128183,106.90370735,3,0,0.125,-1,-1,8,-1,0,4,1.2034845856952772,0.011257650604717577,2,1.2380628612080928,0,0,1,1,1,1,0,-1,1,1,-1,1,2,0,0,1,0
1336397400,106.52134322,107.34068601,106.48234288,106.98174706,2,0,0.25,-2,-2,8,-1,0,4,1.1788316245741854,0.011018997697925487,2,1.088866937977873,0,0,1,1,1,1,1,-1,1,1,-1,0,2,0,0,1,0
1336483800,106.34187765,106.72423397,105.28064376,106.55256379,3,0,0.125,-1,-1,8,-1,0,3,1.2161367442474578,0.011413491153946305,1.9999999999999882,1.2803390135669788,0,0,1,1,1,1,0,-1,1,1,-1,1,2,0,0,1,0
1336570200,105.42110899,106.59938293,104.94511438,105.92051317,2,0,0.375,-3,-3,8,-1,0,3,1.247431873229782,0.011777056548316437,1.9999999999999887,1.595363450644909,0,0,1,1,1,1,1,-1,1,0,-1,1,2,0,0,1,0
1336656600,106.65399746,106.7866673,105.8971036,106.1389947,2,0,0.375,-3,-3,8,-1,0,0,1.2218698608562268,0.01151197883784206,1.9999999999999885,1.318118122571465,0,0,1,0,1,1,1,-1,1,1,-1,0,2,0,0,1,0
1336743000,105.47572352,106.80226588,105.42890438,105.8190639,3,0,0,0,0,8,0,0,0,1.2326906922236383,0.011649041739667495,2,1.4237145245075447,0,0,0,0,1,1,0,-1,1,1,-1,1,2,0,0,1,0
1337002200,104.80464915,105.8224973,104.49252154,104.64858535,2,0,0.375,-3,-3,8,-1,0,0,1.2396396256362352,0.01184573705884529,2.0000000000000115,2.1454022401085604,0,0,1,0,1,1,1,-1,1,0,-1,1,2,0,0,1,0
1337088600,104.57835664,105.19480867,103.8838727,104.04773969,2,0,0.375,-3,-3,8,-1,0,3,1.2447322216622185,0.011963087572788947,2,2.3812140862155657,0,0,1,1,1,1,1,-1,1,0,-1,1,2,0,0,1,0
1337175000,104.51593111,104.99192572,103.62636742,103.64898887,2,0,0.375,-3,-3,8,-1,0,1,1.2533626558292033,0.01209237706506926,1.9999999999999887,2.439056611681563,0,0,1,1,1,1,1,-1,1,0,-1,1,2,0,0,1,0
1337261400,103.67318656,103.7980376,102.05791836,102.1125485,3,0,0.125,-1,-1,8,-1,0,3,1.2881309832699743,0.012614815732172035,1.999999999999989,3.2418095408238656,0,0,1,1,1,1,0,-1,1,0,-1,2,2,0,0,1,0
1337347800,102.5105112,102.68999238,101.09033056,101.23859898,2,1,0.5,-4,-4,8,-1,0,3,1.3103831858935482,0.012943513631124157,2.0000000000000107,3.503364432742388,1,1,1,1,1,1,1,-1,1,0,-1,1,10,0,1,0,0
1337607000,101.56632517,103.01771857,101.40245818,102.97870262,3,0,0.125,1,1,8,1,0,1,1.3438643576154372,0.013049925114850223,2.0000000000000107,1.928391460701313,0,0,1,1,1,1,0,-1,1,0,-1,2,2,0,0,1,0
1337693400,103.24401109,103.9619046,102.48710163,103.158176,3,0,0,0,0,8,0,0,1,1.3532171156429058,0.013117885252671643,2,1.6203965442352115,0,0,0,1,1,1,0,-1,1,0,-1,2,2,0,0,1,0
1337779800,102.41687292,103.36106675,101.43367874,103.21279833,3,0,0.125,1,1,8,1,0,1,1.3942293223826983,0.013508298824773269,2,1.3941400349038908,0,0,1,1,1,1,0,-1,1,1,-1,1,2,0,0,1,0
1337866200,103.49371318,103.65758018,102.54952715,103.41568128,2,0,0.375,-3,-3,8,-1,0,1,1.3737881586410765,0.013284137779081278,2,1.152002389901795,0,0,1,1,1,1,1,-1,1,1,-1,0,2,0,0,1,0
1337952600,103.37666533,103.66539117,102.830442,103.0801519,3,0,0,0,0,8,0,0,1,1.3352996594524282,0.01295399390512958,2,1.3058945631315069,0,0,0,1,1,1,0,-1,1,1,-1,1,2,0,0,1,0
1338298200,103.90728227,104.50812012,102.3544474,104.32865455,1,1,0.5,4,4,8,1,0,2,1.3937548780629694,0.01335927204347297,2.00000000000001,0.32303705311418845,1,1,1,1,1,1,1,-1,1,1,-1,0,0,1,0,0,1
1338384600,103.43909085,104.32272412,102.60415729,102.81482782,3,0,0.125,-1,-1,8,-1,0,1,1.417379333915614,0.013785748261885472,1.99999999999999,1.259726410422738,0,0,1,1,1,1,0,-1,1,1,-1,1,2,0,0,1,0
1338471000,102.77582748,103.35325576,101.7067826,102.5885431,2,0,0.25,-2,-2,8,-1,0,1,1.4337431786359272,0.013975665657307906,2.0000000000000098,1.2756151047630664,0,0,1,1,1,1,1,-1,1,1,-1,0,2,0,0,1,0
1338557400,100.9810859,102.61523002,100.00568711,100.00568711,2,0,0.25,-2,-2,8,-1,0,3,1.5177288737333612,0.01517642563731355,2,2.6425611208067767,0,0,1,1,1,1,1,-1,1,0,-1,1,2,0,0,1,0
1338816600,100.18516049,100.45827995,99.2058523,99.95887577,2,0,0.25,-2,-2,8,-1,0,1,1.4987787863238355,0.014993954011372126,1.9999999999999905,2.461096200257906,0,0,1,1,1,1,1,-1,1,0,-1,1,2,0,0,1,0
1338903000,99.76379601,100.86403024,99.70916588,100.71578523,1,0,0.25,2,2,8,1,0,1,1.4742134701578475,0.01463736262186961,2,1.807885033671458,0,0,1,1,1,1,1,-1,1,0,-1,1,2,0,0,1,0
1338989400,101.41806456,103.02552176,101.38684399,102.97870262,1,0,0.375,3,3,8,1,0,2,1.5338936887180021,0.01489525163643002,2.0000000000000093,0.23842536516064453,0,0,1,1,1,1,1,-1,1,1,-1,0,2,0,0,1,0
1339075800,104.14918117,104.19600031,102.830442,103.04112814,3,0,0,0,0,8,0,0,2,1.5218697330952875,0.014769536791440708,2,0.181172860925096,0,0,0,1,1,1,0,-1,1,1,-1,1,2,0,0,1,0
1339162200,102.77582748,103.8799711,102.44807788,103.86047093,1,1,0.75,6,6,8,1,0,0,1.5154428393027675,0.014591141612713698,2,0.3261100754308738,1,1,1,0,1,1,1,-1,1,1,-1,0,5,0,0,1,0
1339421400,104.69540449,104.75783001,102.44028249,102.54561775,2,0,0.375,-3,-3,8,-1,0,1,1.5727360307811415,0.015336940429920455,2,0.4743626771216966,0,0,1,1,1,1,1,-1,1,1,-1,0,2,0,0,1,0
1339507800,102.83823739,103.79022661,102.3466442,103.7200057,1,0,0.25,2,2,8,1,0,0,1.5635107721539174,0.015074341363576675,2,0.249055280916882,0,0,1,0,1,1,1,-1,1,1,-1,0,2,0,0,1,0
1339594200,103.41568128,104.06334607,102.70559096,103.05674233,3,0,0,0,0,8,0,0,2,1.5488139391429232,0.015028749251392304,2.0000000000000093,0.1607463201376439,0,0,0,1,1,1,0,-1,1,1,-1,1,2,0,0,1,0
1339680600,103.26742066,104.56275025,102.98650581,104.14918117,1,1,0.5,4,4,8,1,0,0,1.5507732606327143,0.014889922735939927,2.0000000000000093,0.4944587206424571,1,1,1,0,1,1,1,-1,1,1,-1,0,5,0,0,1,0
1339767000,104.61843415,105.30866639,104.39882015,105.21455058,1,1,0.625,5,5,8,1,0,4,1.5228241148732342,0.014473512517789543,2,1.093758960177685,1,1,1,1,1,1,1,-1,1,1,-1,0,0,1,0,0,1
1340026200,104.7753069,105.67732518,104.53999778,105.41847731,3,0,0.125,1,1,8,1,0,4,1.495288635239432,0.014184312592965046,2,1.136618045359338,0,0,1,1,1,1,0,-1,1,1,-1,1,2,0,0,1,0
1340112600,105.95185249,106.86955805,105.39605235,106.438158,3,0,0.125,1,1,8,1,0,0,1.4937327112937575,0.014033808357466685,2,1.6549466467304295,0,0,1,0,1,1,0,-1,1,0,-1,2,2,0,0,1,0
1340199000,106.44600948,106.75191134,105.31651787,106.26559798,3,0,0.125,1,1,8,1,0,0,1.4895656226299183,0.014017383338964252,1.9999999999999905,1.4033913869878072,0,0,1,0,1,1,0,-1,1,1,-1,1,2,0,0,1,0
1340285400,106.39109618,106.5009071,103.79485223,103.88113224,3,0,0.125,1,1,8,1,0,0,1.5764577117277816,0.015175592311466549,2,0.16955284257675415,0,0,1,0,1,1,0,-1,1,1,-1,1,2,0,0,1,0
1340371800,104.42234322,104.87728202,104.02231772,104.68119109,4,0,0,0,0,8,0,1,0,1.535007145175797,0.014663638512252592,2,0.3155247165217579,0,0,0,0,1,1,1,-1,1,1,-1,0,1,0,0,1,0
1340631000,103.57523039,103.61445642,102.63400176,103.00265271,3,0,0.125,-1,-1,8,-1,0,0,1.5715915869489538,0.015257777791157577,2,0.6907911326538652,0,0,1,0,1,1,0,-1,1,1,-1,1,2,0,0,1,0
1340717400,103.30070309,103.83407042,102.69673517,103.52032493,3,0,0.125,-1,-1,8,-1,0,4,1.5405732771668863,0.014881843524048192,2,0.3351581818367868,0,0,1,1,1,1,0,-1,1,1,-1,1,2,0,0,1,0
1340803800,103.86544497,104.65764449,103.50990074,104.45607086,1,1,0.625,5,5,8,1,0,4,1.5125140252263936,0.014479905406872728,2,0.25208493002876947,1,1,1,1,1,1,1,-1,1,1,-1,0,0,1,0,0,1
1340890200,103.76346984,104.31254014,102.97127032,104.15565171,3,0,0,0,0,8,0,0,0,1.510534490567365,0.014502664673186807,2,0.04866600213469174,0,0,0,0,1,1,0,-1,1,1,-1,1,2,0,0,1,0
1340976600,106.04597614,106.88524533,105.77145667,106.75582531,1,0,0.25,2,2,8,1,0,0,1.5976101426696963,0.0149650863363242,2,1.5214118339139462,0,0,1,0,1,1,1,-1,1,0,-1,1,2,0,0,1,0
1341235800,107.04996171,107.1832957,106.29697253,107.07348478,1,1,0.625,5,5,8,1,0,0,1.5468039303361463,0.01444619023574605,2.0000000000000093,1.615226428648895,1,1,1,0,1,1,1,-1,1,0,-1,1,5,0,0,1,0
1341322200,107.04996171,107.85784851,106.94015079,107.7809887,1,0,0.375,3,3,8,1,0,0,1.5018677724549925,0.013934440485003512,2.0000000000000093,1.940579086082926,0,0,1,0,1,1,1,-1,1,0,-1,1,2,0,0,1,0
1341495000,107.37938663,108.08532183,106.90092476,107.29310662,3,0,0.125,1,1,8,1,0,1,1.4791912937082077,0.013786452273649448,1.9999999999999905,1.491362279332078,0,0,1,1,1,1,0,-1,1,1,-1,1,2,0,0,1,0
1341581400,106.25775434,106.49306346,105.77145667,106.27344946,2,0,0.25,-2,-2,8,-1,0,1,1.4822240548719068,0.01394726587311723,2,0.7276245912984743,0,0,1,1,1,1,1,-1,1,1,-1,0,2,0,0,1,0
1341840600,106.18716161,106.33619856,105.65379427,106.14010763,3,0,0.125,1,1,8,1,0,1,1.4250940716667702,0.013426536900024594,1.99999999999999,0.602933621225628,0,0,1,1,1,1,0,-1,1,1,-1,1,2,0,0,1,0
1341927000,106.68130291,106.85387078,104.85373542,105.21455058,3,0,0,0,0,8,0,0,0,1.4661684494048572,0.013935035043371295,1.9999999999999902,0.04112135757643016,0,0,0,0,1,1,0,-1,1,1,-1,1,2,0,0,1,0
1342013400,105.26946389,105.57536574,104.61843415,105.23023786,3,0,0,0,0,8,0,0,0,1.4297943880187958,0.013587295981607616,2.0000000000000098,0.028359803752211192,0,0,0,0,1,1,0,-1,1,1,-1,1,2,0,0,1,0
1342099800,104.61843415,105.28271179,104.00663829,104.72039359,3,0,0.125,1,1,8,1,0,0,1.4188143245888813,0.013548596180260782,2,0.35265871375940555,0,0,1,0,1,1,0,-1,1,1,-1,1,2,0,0,1,0
1342186200,104.99492874,106.58718711,104.97924147,106.47737619,1,0,0.375,3,3,8,1,0,1,1.4508128385468184,0.013625550238559311,1.9999999999999902,0.787411487759666,0,0,1,1,1,1,1,-1,1,1,-1,0,2,0,0,1,0
1342445400,106.23422343,106.54012529,105.81065917,106.22637195,1,0,0.375,3,3,8,1,0,1,1.3992880729363324,0.013172699464827475,2,0.5791142672030694,0,0,1,1,1,1,1,-1,1,1,-1,0,2,0,0,1,0
1342531800,106.64993621,107.17545991,105.53613971,106.95583806,1,1,0.5,4,4,8,1,0,1,1.4164332248694513,0.013243159518556258,2,0.9882786565121887,1,1,1,1,1,1,1,-1,1,1,-1,0,0,1,0,0,1
1342618200,106.70483382,107.95982363,106.64210041,107.74804543,1,1,0.875,7,7,8,1,0,1,1.4093825102359194,0.013080353380067014,2.00000000000001,1.4139255238589188,1,1,1,1,1,1,1,-1,1,1,-1,0,0,1,0,0,1
1342704600,107.96765943,108.3833722,107.62255507,108.03041637,1,0,0.25,2,2,8,1,0,1,1.363056411647639,0.01261733924063773,2.00000000000001,1.5174005770223171,0,0,1,1,1,1,1,-1,1,0,-1,1,2,0,0,1,0
1342791000,107.41861266,107.58332904,106.92447136,107.04211807,3,0,0,0,0,8,0,0,1,1.3446913115299506,0.012562263675038625,1.9999999999999893,0.7301468146275973,0,0,0,1,1,1,0,-1,1,1,-1,1,2,0,0,1,0
1343050200,105.47339061,106.97559618,104.97924147,105.95969613,2,1,0.5,-4,-4,8,-1,0,0,1.3959902607063823,0.013174728804371703,2,0.06551221937744987,1,1,1,0,1,1,1,-1,1,1,-1,0,5,0,0,1,0
1343136600,106.0381325,106.08519432,104.34390684,105.04591238,2,0,0.25,-2,-2,8,-1,0,0,1.4206543477987832,0.013524127837165327,1.99999999999999,0.6432619471607515,0,0,1,0,1,1,1,-1,1,1,-1,0,2,0,0,1,0
1343223000,105.26946389,105.54398335,104.51646687,105.07337296,2,0,0.375,-3,-3,8,-1,0,4,1.3925730715274418,0.013253339378926862,2.00000000000001,0.5786491209106008,0,0,1,1,1,1,1,-1,1,1,-1,0,2,0,0,1,0
1343309400,106.58718711,107.03428228,106.09303012,106.80680895,1,1,0.5,4,4,8,1,0,1,1.4331685178469102,0.013418325403933984,2,0.5884132033357482,1,1,1,1,1,1,1,-1,1,1,-1,0,0,1,0,0,1
1343395800,107.37155084,109.08147161,106.78045433,108.77164009,1,1,0.625,5,5,8,1,0,1,1.4951577151435593,0.013745841415155982,2,1.707406631946467,1,1,1,1,1,1,1,-1,1,0,-1,1,10,0,1,0,0
1343655000,108.65006372,109.29245761,108.45397278,108.77555407,1,0,0.375,3,3,8,1,0,1,1.4482525090618765,0.013314135896102943,2,1.6049161207882874,0,0,1,1,1,1,1,-1,1,0,-1,1,2,0,0,1,0
1343741400,108.62654065,108.92459102,108.01473694,108.01473694,3,0,0.125,-1,-1,8,-1,0,1,1.409795478414599,0.013051880866938618,2.00000000000001,1.0082098578413252,0,0,1,1,1,1,0,-1,1,1,-1,1,2,0,0,1,0
1343827800,108.79124919,108.8147801,107.7715685,107.92060545,3,0,0.125,-1,-1,8,-1,0,1,1.3836109156706986,0.012820637077612884,2,0.8720516557242942,0,0,1,1,1,1,0,-1,1,1,-1,1,2,0,0,1,0
1343914200,107.10486717,107.90492602,106.34403435,107.17545991,3,0,0.125,-1,-1,8,-1,0,2,1.3973937859799341,0.013038374522986727,2.00000000000001,0.3001917208751048,0,0,1,1,1,1,0,-1,1,1,-1,1,2,0,0,1,0
1344000600,108.68143827,109.52855109,107.20636384,109.30030125,1,1,0.5,4,4,8,1,0,1,1.4656578855527955,0.013409458791887832,1.9999999999999902,1.5781478874270292,1,1,1,1,1,1,1,-1,1,0,-1,1,10,0,1,0,0
1344259800,109.59130019,109.94426387,109.46580199,109.51286382,1,1,0.875,7,7,8,1,0,1,1.4069653665847386,0.012847489486689807,1.99999999999999,1.6318728660848982,1,1,1,1,1,1,1,-1,1,0,-1,1,10,0,1,0,0
1344346200,109.95209966,110.53253667,109.83445295,110.06192627,1,0,0.375,3,3,8,1,0,1,1.3793016154001136,0.012532050475079418,2.00000000000001,1.875159153988048,0,0,1,1,1,1,1,-1,1,0,-1,1,2,0,0,1,0
1344432600,109.69327532,110.32075061,109.66189293,110.19526811,3,0,0.125,1,1,8,1,0,1,1.3278413343001063,0.012049894311020824,2,1.8620460551428348,0,0,1,1,1,1,0,-1,1,0,-1,2,2,0,0,1,0
1344519000,110.03837967,110.50900575,109.92856875,110.28938391,1,1,0.5,4,4,8,1,0,1,1.2744553104215277,0.011555557436620827,2,1.8308124529759107,1,1,1,1,1,1,1,-1,1,0,-1,1,10,0,1,0,0
1344605400,109.84228874,110.50900575,109.66189293,110.46978757,1,0,0.25,2,2,8,1,0,1,1.2439308468199906,0.011260371493262505,2,1.83705937988073,0,0,1,1,1,1,1,-1,1,0,-1,1,2,0,0,1,0
1344864600,110.28154812,110.46978757,109.84228874,110.41488211,1,0,0.25,2,2,8,1,0,1,1.1998999884757051,0.010867194399395505,2,1.6897388354287048,0,0,1,1,1,1,1,-1,1,0,-1,1,2,0,0,1,0
1344951000,110.8227434,110.89334398,110.10113661,110.43056154,1,0,0.25,2,2,8,1,0,1,1.170779087156012,0.01060194814577601,2.000000000000012,1.5865092519647677,0,0,1,1,1,1,1,-1,1,0,-1,1,2,0,0,1,0
1345037400,110.31291482,110.74431487,110.24232209,110.55606758,3,0,0.125,1,1,8,1,0,1,1.123008636644868,0.010157820020436628,2,1.6052316389401151,0,0,1,1,1,1,0,-1,1,0,-1,2,2,0,0,1,0
1345123800,110.71293248,111.50514769,110.43841302,111.3718137,1,1,0.5,4,4,8,1,0,1,1.1189890675988061,0.010047327330171727,2,2.1272732928515192,1,1,1,1,1,1,1,-1,1,0,-1,1,10,0,1,0,0
